date,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,clear,nir,photo_id,grain_type,numpy_file,r_mean,g_mean,b_mean,r_var,g_var,b_var
"2025-01-11,13:12:40",[  211] ,[ 1382] *,[  742] ,[ 1520] *,[ 1610] *,[ 1055] *,[  670] ,[  422] ,[ 1708] *,[   88] ,20250111_131240_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_131240_foto_normalized.npy,0.09346,0.11291,0.11713,0.04909,0.07153,0.07661
"2025-01-11,13:12:48",[  211] ,[ 1381] *,[  742] ,[ 1521] *,[ 1609] *,[ 1055] *,[  670] ,[  422] ,[ 1707] *,[   88] ,20250111_131248_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_131248_foto_normalized.npy,0.09231,0.11347,0.11705,0.04799,0.07242,0.0767
"2025-01-11,13:13:15",[  211] ,[ 1381] *,[  741] ,[ 1520] *,[ 1609] *,[ 1054] *,[  670] ,[  422] ,[ 1708] *,[   88] ,20250111_131315_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_131315_foto_normalized.npy,0.09386,0.11204,0.11618,0.04959,0.07068,0.07557
"2025-01-11,13:13:27",[  211] ,[ 1382] *,[  742] ,[ 1520] *,[ 1609] *,[ 1054] *,[  669] ,[  422] ,[ 1707] *,[   88] ,20250111_131327_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_131327_foto_normalized.npy,0.09315,0.1125,0.11653,0.0488,0.07128,0.0761
"2025-01-11,13:13:57",[  217] ,[ 1418] *,[  754] ,[ 1548] *,[ 1638] *,[ 1082] *,[  684] ,[  429] ,[ 1662] *,[   86] ,20250111_131357_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_131357_foto_normalized.npy,0.09109,0.11436,0.11797,0.04667,0.07337,0.07768
"2025-01-11,13:14:13",[  217] ,[ 1417] *,[  753] ,[ 1547] *,[ 1636] *,[ 1082] *,[  683] ,[  429] ,[ 1663] *,[   86] ,20250111_131413_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_131413_foto_normalized.npy,0.09345,0.11329,0.11729,0.04909,0.07215,0.07693
"2025-01-11,13:14:40",[  217] ,[ 1417] *,[  753] ,[ 1546] *,[ 1636] *,[ 1081] *,[  683] ,[  429] ,[ 1663] *,[   86] ,20250111_131440_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_131440_foto_normalized.npy,0.0911,0.11349,0.11813,0.04673,0.07245,0.07798
"2025-01-11,13:15:16",[  216] ,[ 1412] *,[  751] ,[ 1542] *,[ 1630] *,[ 1076] *,[  681] ,[  428] ,[ 1669] *,[   86] ,20250111_131516_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_131516_foto_normalized.npy,0.09274,0.11364,0.11728,0.04836,0.07246,0.07687
"2025-01-11,13:15:27",[  216] ,[ 1411] *,[  751] ,[ 1542] *,[ 1630] *,[ 1077] *,[  681] ,[  428] ,[ 1668] *,[   86] ,20250111_131527_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_131527_foto_normalized.npy,0.09317,0.11492,0.11859,0.04881,0.07403,0.07832
"2025-01-11,13:15:39",[  216] ,[ 1410] *,[  751] ,[ 1541] *,[ 1631] *,[ 1077] *,[  681] ,[  428] ,[ 1669] *,[   86] ,20250111_131539_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_131539_foto_normalized.npy,0.09078,0.11473,0.11849,0.04635,0.07378,0.07829
"2025-01-11,13:15:58",[  217] ,[ 1415] *,[  752] ,[ 1544] *,[ 1633] *,[ 1079] *,[  682] ,[  429] ,[ 1663] *,[   86] ,20250111_131558_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_131558_foto_normalized.npy,0.08965,0.11415,0.11857,0.0452,0.07319,0.07851
"2025-01-11,13:16:11",[  216] ,[ 1415] *,[  752] ,[ 1544] *,[ 1633] *,[ 1079] *,[  682] ,[  429] ,[ 1663] *,[   86] ,20250111_131611_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_131611_foto_normalized.npy,0.08993,0.11356,0.11829,0.04555,0.07247,0.07805
"2025-01-11,13:16:44",[  211] ,[ 1381] *,[  741] ,[ 1518] *,[ 1607] *,[ 1054] *,[  669] ,[  422] ,[ 1704] *,[   88] ,20250111_131644_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_131644_foto_normalized.npy,0.09121,0.11478,0.11924,0.04678,0.0739,0.07908
"2025-01-11,13:17:34",[  212] ,[ 1387] *,[  744] ,[ 1525] *,[ 1615] *,[ 1058] *,[  671] ,[  423] ,[ 1705] *,[   88] ,20250111_131734_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_131734_foto_normalized.npy,0.09157,0.11335,0.11781,0.04724,0.07222,0.07743
"2025-01-11,13:17:47",[  211] ,[ 1378] *,[  741] ,[ 1516] *,[ 1606] *,[ 1050] *,[  667] ,[  420] ,[ 1713] *,[   88] ,20250111_131747_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_131747_foto_normalized.npy,0.09073,0.11362,0.11792,0.04613,0.07269,0.07764
"2025-01-11,13:18:00",[  208] ,[ 1363] *,[  736] ,[ 1505] *,[ 1595] *,[ 1039] *,[  662] ,[  418] ,[ 1733] *,[   89] ,20250111_131800_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_131800_foto_normalized.npy,0.09028,0.11252,0.11692,0.04582,0.07151,0.07658
"2025-01-11,13:20:24",[  208] ,[ 1361] *,[  735] ,[ 1503] *,[ 1592] *,[ 1038] *,[  660] ,[  417] ,[ 1732] *,[   89] ,20250111_132024_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_132024_foto_normalized.npy,0.0915,0.11324,0.11719,0.04723,0.07218,0.07683
"2025-01-11,13:20:32",[  206] ,[ 1349] *,[  731] ,[ 1493] *,[ 1582] *,[ 1028] *,[  655] ,[  414] ,[ 1742] *,[   90] ,20250111_132032_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_132032_foto_normalized.npy,0.09036,0.11198,0.11623,0.04607,0.07077,0.07587
"2025-01-11,13:20:42",[  206] ,[ 1350] *,[  731] ,[ 1494] *,[ 1583] *,[ 1029] *,[  656] ,[  414] ,[ 1743] *,[   90] ,20250111_132042_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_132042_foto_normalized.npy,0.08942,0.11258,0.11651,0.04511,0.07139,0.07606
"2025-01-11,13:21:01",[  206] ,[ 1347] *,[  730] ,[ 1492] *,[ 1580] *,[ 1027] *,[  654] ,[  413] ,[ 1745] *,[   90] ,20250111_132101_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_132101_foto_normalized.npy,0.08928,0.11282,0.11668,0.04497,0.07174,0.07638
"2025-01-11,13:21:17",[  206] ,[ 1346] *,[  730] ,[ 1490] *,[ 1580] *,[ 1026] *,[  654] ,[  413] ,[ 1745] *,[   90] ,20250111_132117_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_132117_foto_normalized.npy,0.07544,0.10445,0.11571,0.03218,0.06149,0.07493
"2025-01-11,13:21:39",[  206] ,[ 1346] *,[  730] ,[ 1490] *,[ 1580] *,[ 1026] *,[  654] ,[  413] ,[ 1747] *,[   90] ,20250111_132139_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_132139_foto_normalized.npy,0.09029,0.1118,0.11582,0.04596,0.07043,0.07521
"2025-01-11,13:21:48",[  206] ,[ 1345] *,[  730] ,[ 1489] *,[ 1580] *,[ 1026] *,[  654] ,[  413] ,[ 1747] *,[   90] ,20250111_132148_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_132148_foto_normalized.npy,0.09124,0.11227,0.11605,0.04697,0.07096,0.0754
"2025-01-11,13:21:58",[  206] ,[ 1346] *,[  730] ,[ 1490] *,[ 1580] *,[ 1026] *,[  654] ,[  413] ,[ 1746] *,[   90] ,20250111_132158_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_132158_foto_normalized.npy,0.09039,0.11199,0.11588,0.04619,0.07081,0.0754
"2025-01-11,13:22:07",[  205] ,[ 1345] *,[  730] ,[ 1490] *,[ 1579] *,[ 1026] *,[  654] ,[  413] ,[ 1747] *,[   90] ,20250111_132207_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_132207_foto_normalized.npy,0.09182,0.11197,0.11626,0.04758,0.07055,0.07541
"2025-01-11,13:22:15",[  206] ,[ 1345] *,[  730] ,[ 1490] *,[ 1580] *,[ 1026] *,[  654] ,[  413] ,[ 1747] *,[   90] ,20250111_132215_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_132215_foto_normalized.npy,0.09088,0.11266,0.1174,0.04654,0.07128,0.07685
"2025-01-11,13:22:26",[  206] ,[ 1345] *,[  729] ,[ 1489] *,[ 1579] *,[ 1026] *,[  654] ,[  413] ,[ 1747] *,[   90] ,20250111_132226_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_132226_foto_normalized.npy,0.08872,0.11316,0.11713,0.0444,0.07205,0.07668
"2025-01-11,13:22:35",[  205] ,[ 1344] *,[  729] ,[ 1489] *,[ 1579] *,[ 1026] *,[  654] ,[  413] ,[ 1747] *,[   90] ,20250111_132235_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_132235_foto_normalized.npy,0.09182,0.11252,0.11684,0.04763,0.07127,0.07649
"2025-01-11,13:22:50",[  205] ,[ 1345] *,[  729] ,[ 1490] *,[ 1579] *,[ 1025] *,[  654] ,[  413] ,[ 1746] *,[   90] ,20250111_132250_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_132250_foto_normalized.npy,0.08963,0.11335,0.1169,0.04533,0.07219,0.07638
"2025-01-11,13:23:01",[  205] ,[ 1344] *,[  729] ,[ 1489] *,[ 1579] *,[ 1025] *,[  654] ,[  413] ,[ 1745] *,[   90] ,20250111_132301_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_132301_foto_normalized.npy,0.09051,0.11397,0.11707,0.04611,0.07284,0.07649
"2025-01-11,13:23:12",[  205] ,[ 1344] *,[  729] ,[ 1489] *,[ 1579] *,[ 1025] *,[  654] ,[  413] ,[ 1746] *,[   90] ,20250111_132312_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_132312_foto_normalized.npy,0.08898,0.1125,0.11651,0.04465,0.07116,0.07597
"2025-01-11,13:23:23",[  205] ,[ 1344] *,[  729] ,[ 1488] *,[ 1579] *,[ 1026] *,[  654] ,[  413] ,[ 1746] *,[   90] ,20250111_132323_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_132323_foto_normalized.npy,0.08871,0.11287,0.11691,0.04444,0.07169,0.07651
"2025-01-11,13:23:31",[  205] ,[ 1344] *,[  729] ,[ 1489] *,[ 1578] *,[ 1025] *,[  654] ,[  413] ,[ 1746] *,[   90] ,20250111_132331_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_132331_foto_normalized.npy,0.08948,0.11111,0.11531,0.04516,0.06943,0.07441
"2025-01-11,13:23:40",[  205] ,[ 1344] *,[  729] ,[ 1487] *,[ 1578] *,[ 1025] *,[  653] ,[  413] ,[ 1744] *,[   90] ,20250111_132340_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_132340_foto_normalized.npy,0.08954,0.11234,0.11586,0.04516,0.07085,0.07498
"2025-01-11,13:23:48",[  205] ,[ 1344] *,[  729] ,[ 1488] *,[ 1578] *,[ 1025] *,[  654] ,[  413] ,[ 1746] *,[   90] ,20250111_132348_foto.jpg,lisina,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/lisina/numpy_files/20250111_132348_foto_normalized.npy,0.09047,0.11268,0.11695,0.04627,0.07149,0.07647
